Date,Player,Active Play Time,Mine Ancient Debris,Horse Rode,Deaths
2023-04-28,ngc_,13276800,12,23592,
2023-04-29,RedPolygon,8602800,19,579,
2023-04-29,ngc_,13341600,12,23592,
2023-05-03,RedPolygon,8624400,19,579,
2023-05-03,ngc_,13556400,12,23592,
2023-05-04,ngc_,13585200,12,23592,
2023-05-05,ngc_,13624800,12,23592,
2023-05-06,Jornmeijsen,5552400,51,,
2023-05-07,Jornmeijsen,5595600,51,,
2023-05-10,iesdwoet,5293200,16,2894564,
2023-05-11,iesdwoet,5355600,16,2894564,
2023-05-12,Jornmeijsen,5762400,51,,
2023-05-12,RedPolygon,8745600,19,579,
2023-05-12,iesdwoet,5395200,16,2900414,
2023-05-12,ngc_,13849200,12,23592,
2023-05-12,LuckyLuke1112,5640000,1,7658,
2023-05-13,Rozenkwarts,2385600,0,1602260,
2023-05-13,iesdwoet,5586000,16,2900414,
2023-05-14,Rozenkwarts,2406000,0,1602260,
2023-05-14,iesdwoet,5654400,16,2900414,
2023-05-14,LuckyLuke1112,5770800,1,7658,
2023-05-15,LuckyLuke1112,5854800,1,7658,
2023-05-17,LuckyLuke1112,5994000,1,7658,
2023-05-18,Rozenkwarts,2427600,0,1602260,
2023-05-18,Jornmeijsen,5802000,51,,
2023-05-19,Jornmeijsen,5904000,51,,
2023-05-19,RedPolygon,8898000,19,579,
2023-05-19,iesdwoet,5811600,16,2900414,
2023-05-19,ngc_,14022000,12,23592,
2023-05-19,TuinSlipper,2427600,10,3691,
2023-05-20,iesdwoet,5820000,16,2900414,
2023-05-20,TuinSlipper,2433600,10,3691,
2023-05-21,Rozenkwarts,2506800,0,1602260,
2023-05-21,RedPolygon,9082800,19,579,
2023-05-21,iesdwoet,5890800,16,2900414,
2023-05-21,ngc_,14130000,12,23592,
2023-05-21,LuckyLuke1112,6000000,1,7658,
2023-05-22,RedPolygon,9316800,19,579,
2023-05-22,ngc_,14134800,12,23592,
2023-05-22,LuckyLuke1112,6159600,1,7658,
2023-05-23,LuckyLuke1112,6238800,1,7658,
2023-05-24,RedPolygon,9325200,19,579,
2023-05-25,LuckyLuke1112,6259200,1,7658,
2023-05-26,RedPolygon,9460800,19,579,
2023-05-26,iesdwoet,5896800,16,2900414,
2023-05-26,ngc_,14326800,12,23592,
2023-05-27,RedPolygon,9500400,19,579,
2023-05-27,iesdwoet,5902800,16,2900414,
2023-05-27,ngc_,14371200,12,23592,
2023-05-28,iesdwoet,5906400,16,2900414,
2023-05-29,RedPolygon,9697200,19,579,
2023-05-29,iesdwoet,5953200,16,2900414,
2023-05-29,ngc_,14540400,12,23592,
2023-05-29,LuckyLuke1112,6380400,1,7658,
2023-05-30,RedPolygon,9800400,19,579,
2023-05-30,iesdwoet,6007200,16,2900414,
2023-06-01,ngc_,14544000,12,23592,
2023-06-01,LuckyLuke1112,6424800,1,7658,
2023-06-02,Jornmeijsen,6102000,51,,
2023-06-02,RedPolygon,10014000,41,579,
2023-06-02,iesdwoet,6109200,16,2900414,
2023-06-02,ngc_,14751600,12,23592,
2023-06-02,LuckyLuke1112,6624000,29,7658,
2023-06-03,RedPolygon,10129200,41,579,
2023-06-03,iesdwoet,6277200,16,2900414,
2023-06-03,ngc_,14874000,12,23592,
2023-06-04,iesdwoet,6313200,16,2900414,
2023-06-04,LuckyLuke1112,6698400,29,7658,
2023-06-05,Jornmeijsen,6258000,51,,
2023-06-05,RedPolygon,10165200,41,579,
2023-06-06,Jornmeijsen,6270000,51,,
2023-06-07,Jornmeijsen,6301200,51,,
2023-06-07,ngc_,14925600,12,23592,
2023-06-08,iesdwoet,6391200,16,2900414,
2023-06-09,RedPolygon,10381200,44,579,
2023-06-09,ngc_,15080400,12,23592,
2023-06-10,RedPolygon,10390800,44,579,
2023-06-10,ngc_,15094800,12,23592,
2023-06-16,Jornmeijsen,6397200,51,,
2023-06-16,RedPolygon,10610400,44,579,
2023-06-16,iesdwoet,6517200,16,2900414,
2023-06-16,ngc_,15298800,12,23592,
2023-06-16,LuckyLuke1112,6865200,29,7658,
2023-06-17,Jornmeijsen,6421200,51,,
2023-06-17,RedPolygon,10629600,44,579,
2023-06-17,iesdwoet,6700800,16,2900414,
2023-06-17,ngc_,15330000,12,23592,
2023-06-18,Rozenkwarts,2512800,0,1602260,
2023-06-18,Jornmeijsen,6427200,51,,
2023-06-18,LuckyLuke1112,6955200,29,7658,
2023-06-19,ngc_,15388800,12,23592,
2023-06-20,RedPolygon,10641600,44,579,
2023-06-21,ngc_,15530400,12,23592,
2023-06-21,LuckyLuke1112,7092000,29,7658,
2023-06-22,LuckyLuke1112,7105200,29,7658,
2023-06-23,Jornmeijsen,6543600,51,,
2023-06-23,RedPolygon,10806000,44,579,
2023-06-23,ngc_,15742800,12,23592,
2023-06-23,TuinSlipper,2593200,10,3691,
2023-06-23,LuckyLuke1112,7239600,29,7658,
2023-06-23,Tom373,154800,0,7694,
2023-06-24,RedPolygon,10808400,44,579,
2023-07-01,Jornmeijsen,6918000,51,,
2023-07-01,RedPolygon,11472000,44,579,
2023-07-01,ngc_,15817200,12,23592,
2023-07-03,Jornmeijsen,6979200,51,,
2023-07-03,RedPolygon,11691600,44,579,
2023-07-03,iesdwoet,6992400,16,2900414,
2023-07-03,ngc_,16017600,12,23592,
2023-07-04,RedPolygon,11757600,44,579,
2023-07-04,iesdwoet,7048800,16,2900414,
2023-07-04,ngc_,16086000,12,23592,
2023-07-04,LuckyLuke1112,7266000,29,7658,
2023-07-05,Jornmeijsen,7135200,51,,
2023-07-05,iesdwoet,7222800,16,2900414,
2023-07-06,Jornmeijsen,7176000,51,,
2023-07-07,Jornmeijsen,7276800,51,,
2023-07-07,RedPolygon,12007200,44,579,
2023-07-07,iesdwoet,7441200,16,2900414,
2023-07-07,ngc_,16300800,12,23592,
2023-07-07,TuinSlipper,2691600,10,3691,
2023-07-07,LuckyLuke1112,7479600,29,7658,
2023-07-08,Jornmeijsen,7413600,51,,
2023-07-08,RedPolygon,12211200,44,579,
2023-07-08,iesdwoet,7489200,16,2900414,
2023-07-08,ngc_,16363200,12,23592,
2023-07-09,ngc_,16384800,12,23592,
2023-07-10,RedPolygon,12346800,44,579,
2023-07-10,ngc_,16502400,12,23592,
2023-07-10,LuckyLuke1112,7489200,29,7658,
2023-07-11,RedPolygon,12432000,44,579,
2023-07-12,RedPolygon,12447600,44,579,
2023-07-13,ngc_,16540800,12,23592,
2023-07-14,RedPolygon,12676800,44,579,
2023-07-14,ngc_,16753200,12,23592,
2023-07-14,LuckyLuke1112,7536000,29,7658,
2023-07-14,The_FRIZZER,45600,0,,
2023-07-15,RedPolygon,12698400,44,579,
2023-07-15,ngc_,16754400,12,23592,
2023-07-17,Jornmeijsen,7428000,51,,
2023-07-17,ngc_,16848000,12,23592,
2023-07-18,Jornmeijsen,7436400,51,,
2023-07-18,ngc_,16851600,12,23592,
2023-07-19,ngc_,16896000,12,23592,
2023-07-21,ngc_,16936800,12,23592,
2023-07-26,ngc_,16939200,12,23592,
2023-07-27,xSusu_,579600,28,75135,
2023-08-03,ngc_,16951200,12,23592,
2023-08-04,RedPolygon,12721200,44,579,
2023-08-25,RedPolygon,12896400,44,579,
2023-08-25,ngc_,17178000,12,23592,
2023-08-25,LuckyLuke1112,7620000,29,7658,
2023-08-26,RedPolygon,12913200,44,579,
2023-08-26,ngc_,17199600,12,23592,
2023-08-27,Jornmeijsen,7471200,51,,
2023-08-27,iesdwoet,7526400,16,2900414,
2023-08-28,RedPolygon,13119600,44,579,
2023-08-28,ngc_,17409600,13,23592,
2023-08-28,LuckyLuke1112,7801200,29,7658,
2023-08-29,RedPolygon,13368000,44,579,
2023-08-29,ngc_,17463600,13,23592,
2023-08-30,Jornmeijsen,7597200,51,,
2023-08-31,Jornmeijsen,7876800,51,,
2023-08-31,RedPolygon,13543200,44,579,
2023-08-31,ngc_,17692800,13,23592,
2023-09-01,Jornmeijsen,8044800,51,,
2023-09-01,RedPolygon,13738800,44,579,
2023-09-01,ngc_,17702400,13,23592,
2023-09-01,LuckyLuke1112,7936800,29,7658,
2023-09-10,Rozenkwarts,2513804,0,1602260,
2023-09-10,Jornmeijsen,8150506,51,,
2023-09-10,RedPolygon,14076993,44,579,
2023-09-10,xSusu_,580493,28,75135,
2023-09-10,iesdwoet,7554112,16,2900414,
2023-09-10,ngc_,17944489,13,23592,
2023-09-10,TuinSlipper,2691786,10,3691,
2023-09-10,LuckyLuke1112,7937339,29,7658,
2023-09-10,Tom373,155219,0,7694,
2023-09-10,The_FRIZZER,46549,0,,
2023-09-10,Japi247,974652,0,,
2023-09-11,RedPolygon,14300864,44,579,
2023-09-11,ngc_,18177970,13,23592,
2023-09-12,RedPolygon,14497242,44,579,
2023-09-12,ngc_,18233710,13,23592,
2023-09-12,LuckyLuke1112,7946446,29,7658,
2023-09-14,Jornmeijsen,8271186,51,,
2023-09-14,RedPolygon,14698153,44,579,
2023-09-14,iesdwoet,7642031,16,4195824,
2023-09-14,ngc_,18477691,13,23592,
2023-09-14,LuckyLuke1112,8067340,29,7658,
2023-09-15,Rozenkwarts,2513804,0,1602260,51
2023-09-15,Jornmeijsen,8271186,51,,13
2023-09-15,RedPolygon,14945898,44,579,16
2023-09-15,xSusu_,580493,28,75135,2
2023-09-15,iesdwoet,7670834,16,4195824,7
2023-09-15,ngc_,18743737,13,23592,33
2023-09-15,TuinSlipper,2691786,10,3691,13
2023-09-15,LuckyLuke1112,8067340,29,7658,3
2023-09-15,Tom373,155219,0,7694,16
2023-09-15,The_FRIZZER,46549,0,,1
2023-09-16,ngc_,18802822,13,23592,33
2023-09-16,LuckyLuke1112,8145119,29,7658,3
2023-09-18,ngc_,18803584,13,23592,33
2023-09-20,Japi247,1114053,0,1057,3
2023-09-21,Japi247,1160014,0,1057,3
2023-09-21,RedPolygon,15149536,44,579,16
2023-09-21,ngc_,18994786,13,23592,33
2023-09-22,Japi247,1344466,0,1057,3
2023-09-22,RedPolygon,15356881,44,579,16
2023-09-22,ngc_,19227081,13,23592,33
2023-09-22,TuinSlipper,2805250,10,3691,13
2023-09-22,LuckyLuke1112,8162786,29,7658,3
2023-09-25,RedPolygon,15442529,44,579,16
2023-09-26,Japi247,1438542,0,1057,3
2023-09-26,RedPolygon,15639656,44,579,16
2023-09-26,ngc_,19469090,13,23592,33
2023-09-26,LuckyLuke1112,8383475,29,7658,3
2023-09-27,Japi247,1503755,0,1057,3
2023-09-28,Japi247,1537417,0,1057,3
2023-09-28,LuckyLuke1112,8535166,29,7658,3
2023-09-29,Japi247,1628283,0,1057,3
2023-09-29,RedPolygon,15874449,44,579,16
2023-09-29,iesdwoet,7673860,16,4195824,7
2023-09-29,ngc_,19708300,13,23592,33
2023-09-30,RedPolygon,15884246,44,579,16
2023-09-30,ngc_,19718155,13,23592,33
2023-09-30,LuckyLuke1112,8545500,29,7658,3
2023-10-02,Japi247,1676738,0,1057,3
2023-10-02,RedPolygon,15897642,44,579,16
2023-10-04,Japi247,1812889,0,1057,3
2023-10-08,RedPolygon,15974844,44,579,16
2023-10-09,Japi247,1915703,0,1057,3
2023-10-12,Japi247,1923983,0,1057,3
2023-10-12,ngc_,19799461,13,23592,33
2023-10-13,RedPolygon,16208363,44,579,16
2023-10-13,ngc_,19989259,13,23592,33
2023-10-14,RedPolygon,16215933,44,579,16
2023-10-14,ngc_,19998707,13,23592,33
2023-10-15,RedPolygon,16306650,44,579,16
2023-10-15,ngc_,20137793,13,23592,33
2023-10-16,Japi247,2082709,0,1057,3
2023-10-16,RedPolygon,16341331,44,579,16
2023-10-16,ngc_,20182280,13,213644,34
2023-10-18,Japi247,2149142,0,1057,3
2023-10-18,LuckyLuke1112,8582274,29,7658,3
2023-10-19,Japi247,2204747,0,1057,3
2023-10-19,Jornmeijsen,8291850,51,,13
2023-10-21,Jornmeijsen,8318131,51,,13
2023-10-23,Jornmeijsen,8358827,51,,13
2023-10-23,RedPolygon,16480463,44,579,16
2023-10-24,RedPolygon,16615657,44,579,16
2023-10-25,Japi247,2333894,0,1057,3
2023-10-27,Japi247,2524159,10,1057,3
2023-10-27,RedPolygon,16830678,44,6255,17
2023-10-27,iesdwoet,7691764,16,5151345,7
2023-10-27,ngc_,20416880,13,721316,35
2023-10-28,RedPolygon,16853633,44,6255,17
2023-10-28,ngc_,20441581,13,721316,35
2023-10-28,LuckyLuke1112,8587198,29,7658,3
2023-10-29,Japi247,2652581,10,1057,3
2023-10-30,Japi247,2744999,10,1057,3
2023-10-30,RedPolygon,17020649,44,6255,17
2023-10-30,ngc_,20637386,13,721316,35
2023-10-30,LuckyLuke1112,8747988,29,7658,3
2023-10-31,Japi247,2975952,10,1057,3
2023-10-31,RedPolygon,17500530,44,8127,17
2023-10-31,ngc_,20694395,13,721316,35
2023-10-31,LuckyLuke1112,8888631,29,7658,3
2023-11-01,Japi247,3009244,10,1057,4
2023-11-01,LuckyLuke1112,9091111,29,7658,3
2023-11-02,Japi247,3151974,10,1057,4
2023-11-03,RedPolygon,17681887,44,8127,17
2023-11-03,ngc_,20864961,13,721316,35
2023-11-03,LuckyLuke1112,9318468,29,7658,3
2023-11-04,RedPolygon,17727531,44,8127,17
2023-11-04,ngc_,20908653,13,721316,35
2023-11-05,LuckyLuke1112,9494409,29,7658,3
2023-11-06,Japi247,3329967,10,1057,4
2023-11-06,Jornmeijsen,8553075,51,,13
2023-11-06,LuckyLuke1112,9645056,29,7658,3
2023-11-07,RedPolygon,17729329,44,8127,17
2023-11-07,LuckyLuke1112,9666155,29,7658,3
2023-11-07,beekje120,2253,0,,1
2023-11-09,ngc_,20999658,13,721316,35
2023-11-10,LuckyLuke1112,9667115,29,7658,3
2023-11-13,Jornmeijsen,8591677,51,,13
2023-11-13,ngc_,21166791,13,721316,35
2023-11-13,LuckyLuke1112,9820268,29,7658,3
2023-11-16,Japi247,3469010,10,1057,4
2023-11-16,Jornmeijsen,8748232,51,,13
2023-11-16,ngc_,21188230,13,721316,35
2023-11-17,Japi247,3517588,10,1057,4
2023-11-17,RedPolygon,17898123,44,8127,17
2023-11-17,ngc_,21356059,13,721316,35
2023-11-18,RedPolygon,18092559,44,53616,17
2023-11-18,ngc_,21434974,13,725501,35
2023-11-23,ngc_,21634817,13,725501,35
2023-11-23,LuckyLuke1112,9988772,29,7658,3
2023-11-24,RedPolygon,18255898,44,53616,17
2023-11-24,ngc_,21803362,13,725501,35
2023-11-24,LuckyLuke1112,10012364,29,7658,3
2023-11-25,RedPolygon,18265189,44,53616,17
2023-11-25,ngc_,21812653,13,725501,35
2023-11-26,RedPolygon,18265483,44,53616,17
2023-11-27,Japi247,3592294,10,1057,4
2023-11-30,Jornmeijsen,8755447,51,,13
2023-11-30,RedPolygon,18386474,44,53616,17
2023-11-30,ngc_,21961476,13,726581,35
2023-11-30,LuckyLuke1112,10151956,29,7658,3
2023-12-01,RedPolygon,18470602,44,53616,17
2023-12-01,ngc_,21971525,13,726581,35
2023-12-08,RedPolygon,18623481,44,53616,19
2023-12-08,ngc_,22151244,13,726581,36
2023-12-09,RedPolygon,18729591,44,53616,19
2023-12-09,iesdwoet,7750440,16,5151345,7
2023-12-09,ngc_,22305932,13,726581,36
2023-12-11,LuckyLuke1112,10227875,29,7658,3
2023-12-12,RedPolygon,18851508,44,53616,19
2023-12-12,ngc_,22469064,13,726581,36
2023-12-12,LuckyLuke1112,10392896,29,7658,3
2023-12-13,RedPolygon,18886440,44,53616,19
2023-12-13,ngc_,22505663,13,726581,36
2023-12-13,LuckyLuke1112,10428464,29,7658,3
2023-12-14,LuckyLuke1112,10607289,29,7658,3
2023-12-14,ngc_,22723297,13,726581,37
2023-12-15,RedPolygon,19046319,44,53616,19
2023-12-15,iesdwoet,7758989,16,5151345,7
2023-12-15,ngc_,22904523,13,726581,37
2023-12-15,LuckyLuke1112,10760347,29,7658,3
2023-12-16,RedPolygon,19126544,44,53616,19
2023-12-16,iesdwoet,7855765,16,5151345,7
2023-12-16,ngc_,22991422,13,726581,37
2023-12-16,LuckyLuke1112,10761570,29,7658,3
2023-12-17,Rozenkwarts,2637670,0,2002485,52
2023-12-17,iesdwoet,8006785,16,5480133,7
2023-12-18,Rozenkwarts,2673677,0,2006333,52
2023-12-18,Jornmeijsen,8759261,51,,13
2023-12-18,iesdwoet,8025771,16,5480133,7
2023-12-19,RedPolygon,19357625,122,53616,19
2023-12-20,Rozenkwarts,2702083,0,2006333,52
2023-12-20,Jornmeijsen,8812639,51,,13
2023-12-20,RedPolygon,19364728,122,53616,19
2023-12-20,iesdwoet,8042195,16,5480133,7
2023-12-21,ngc_,23054327,13,726581,37
2023-12-22,RedPolygon,19508215,122,53616,19
2023-12-22,ngc_,23363905,13,726581,37
2023-12-23,Rozenkwarts,2730874,0,2006333,52
2023-12-23,RedPolygon,19577326,122,53616,19
2023-12-23,ngc_,23433473,13,726581,37
2023-12-24,RedPolygon,19578195,122,53616,19
2023-12-25,RedPolygon,19578853,122,53616,19
2023-12-25,ngc_,23444869,13,726581,37
2023-12-26,RedPolygon,19579823,122,53616,19
2023-12-27,ngc_,23469173,13,726581,37
2023-12-29,RedPolygon,19690970,122,53616,19
2023-12-29,LuckyLuke1112,10926393,29,7658,3
2023-12-29,ngc_,23721706,13,726581,37
2023-12-30,RedPolygon,19723631,122,53616,19
2023-12-30,LuckyLuke1112,10944018,29,7658,3
2023-12-30,ngc_,23773243,13,726581,37
2024-01-01,ngc_,23808755,13,726581,38
2024-01-02,LuckyLuke1112,10944045,29,7658,3
2024-01-03,RedPolygon,19729319,122,53616,19
2024-01-09,Rozenkwarts,2732716,0,2006333,52
2024-01-09,iesdwoet,8046476,16,5480133,7
2024-01-13,Rozenkwarts,2734099,0,2006333,53
2024-01-15,RedPolygon,19739163,122,53616,19
2024-01-16,RedPolygon,19740510,122,53616,19
2024-01-26,RedPolygon,19797363,122,53616,19
2024-01-26,ngc_,23947506,13,726581,38
2024-01-27,RedPolygon,19829543,122,53616,19
2024-01-27,ngc_,23985816,13,726581,38
2024-02-02,ngc_,24003050,13,726581,38
2024-02-08,LuckyLuke1112,10945547,29,7658,3
2024-02-09,RedPolygon,19955146,122,53616,19
2024-02-09,LuckyLuke1112,11085125,29,7658,3
2024-02-09,ngc_,24125692,13,726581,39
2024-02-10,RedPolygon,20048502,122,53616,19
2024-02-10,ngc_,24212757,13,726581,39
2024-02-10,LuckyLuke1112,11159049,29,7658,3
2024-02-11,LuckyLuke1112,11165041,29,7658,3
2024-02-14,RedPolygon,20199741,122,53616,19
2024-02-14,LuckyLuke1112,11259365,29,7658,3
2024-02-14,ngc_,24360757,13,726581,40
2024-02-15,RedPolygon,20230772,122,53616,19
2024-02-20,ngc_,24362648,13,726581,40
2024-02-23,RedPolygon,20367918,122,53616,19
2024-02-23,ngc_,24499763,13,726581,42
2024-02-24,RedPolygon,20372341,122,53616,19
2024-02-24,ngc_,24509559,13,726581,42
2024-02-27,ngc_,24553042,13,726581,43
2024-03-01,RedPolygon,20504929,122,53616,19
2024-03-01,ngc_,24717491,13,726581,43
2024-03-02,RedPolygon,20549509,122,53616,19
2024-03-02,ngc_,24771584,13,726581,43
2024-03-08,RedPolygon,20676582,122,53616,20
2024-03-08,ngc_,24950750,13,726581,44
2024-03-08,LuckyLuke1112,11323835,29,7658,3
2024-03-09,RedPolygon,20686107,122,53616,20
2024-03-09,ngc_,24960583,13,726581,44
2024-03-15,RedPolygon,20778157,122,53616,20
2024-03-20,LuckyLuke1112,11465722,29,7658,3
2024-03-21,LuckyLuke1112,11466916,29,7658,3
2024-03-22,RedPolygon,20931025,122,53616,20
2024-03-22,ngc_,25083391,13,726581,45
2024-03-22,LuckyLuke1112,11556413,29,7658,3
2024-03-23,Jornmeijsen,8817908,51,,13
2024-03-23,RedPolygon,20960499,122,53616,20
2024-03-23,ngc_,25124728,13,726581,45
2024-03-24,Jornmeijsen,8905492,51,,13
2024-03-25,Jornmeijsen,8919815,51,,13
2024-03-26,Jornmeijsen,9000871,51,,13
2024-03-26,RedPolygon,21089569,122,53616,20
2024-03-26,ngc_,25269598,13,726581,45
2024-03-27,Jornmeijsen,9063824,51,,13
2024-04-05,RedPolygon,21268859,122,53616,20
2024-04-05,ngc_,25477158,13,726581,45
2024-04-10,Jornmeijsen,9139865,51,,13
2024-04-12,RedPolygon,21470605,122,53616,23
2024-04-12,ngc_,25672499,13,726581,46
2024-04-13,LuckyLuke1112,11632232,29,7658,3
2024-04-13,ngc_,25784663,13,726581,47
2024-04-14,RedPolygon,21482728,122,102360,23
2024-04-16,RedPolygon,21628439,122,102360,23
2024-04-16,LuckyLuke1112,11782558,29,7658,3
2024-04-16,ngc_,25947288,13,726581,47
2024-04-17,Japi247,3703529,10,1057,5
2024-04-21,LuckyLuke1112,11883783,29,7658,3
2024-04-23,RedPolygon,21848424,122,102360,23
2024-04-23,ngc_,26179878,13,726581,47
2024-04-23,LuckyLuke1112,12062766,29,7658,3
2024-04-24,RedPolygon,21853832,122,102360,23
2024-04-24,ngc_,26190964,13,726581,47
2024-04-26,Jornmeijsen,9171320,51,,13
2024-04-26,RedPolygon,22073972,122,102360,23
2024-04-26,ngc_,26406313,13,726581,47
2024-04-27,Japi247,3733437,10,1057,5
2024-04-27,RedPolygon,22101444,122,102360,23
2024-04-27,ngc_,26433827,13,726581,47
2024-04-29,RedPolygon,22246671,122,102360,23
2024-04-29,ngc_,26613135,14,726581,47
2024-05-01,ngc_,26696750,14,726581,47
2024-05-05,ngc_,26700882,14,726581,47
2024-05-11,ngc_,26703943,14,726581,47
2024-05-12,ryanver04,9591,0,,0
2024-05-13,RedPolygon,22444791,122,102360,23
2024-05-13,ngc_,26948793,14,726581,49
2024-05-14,RedPolygon,22467842,122,102360,23
2024-05-14,ngc_,26969419,14,726581,49
2024-05-16,LuckyLuke1112,12066143,29,7658,3
2024-05-17,RedPolygon,22655453,122,102360,23
2024-05-17,ngc_,27145612,14,726581,51
2024-05-19,Jornmeijsen,9204998,51,,13
2024-05-20,Jornmeijsen,9239562,51,,13
2024-05-20,RedPolygon,22727978,122,102360,23
2024-05-22,RedPolygon,22875094,122,102360,23
2024-05-22,ngc_,27308231,14,726581,51
2024-05-24,RedPolygon,22962352,122,102360,23
2024-05-24,ngc_,27535482,14,726581,51
2024-05-25,RedPolygon,23087358,122,102360,24
2024-05-25,ngc_,27558896,14,726581,51
2024-05-28,RedPolygon,23270947,122,102360,24
2024-05-28,ngc_,27839154,14,726581,51
2024-05-29,Jornmeijsen,9357597,51,,13
2024-05-29,RedPolygon,23402074,122,102360,24
2024-05-29,ngc_,27969588,14,726581,51
2024-06-03,RedPolygon,23629784,122,102360,25
2024-06-03,LuckyLuke1112,12278329,29,7658,3
2024-06-03,Mackthis,190532,0,1800,2
2024-06-03,ngc_,28181395,14,726581,51
2024-06-04,RedPolygon,23849007,122,103361,25
2024-06-04,LuckyLuke1112,12503570,29,17758,3
2024-06-04,Mackthis,242704,0,1800,2
2024-06-04,ngc_,28239067,14,726581,51
2024-06-05,Mackthis,850725,0,1800,8
2024-06-05,ngc_,28240593,14,726581,51
2024-06-06,Jornmeijsen,9443563,51,,13
2024-06-06,RedPolygon,23976424,122,103361,25
2024-06-06,ngc_,28433088,14,726581,51
2024-06-07,Jornmeijsen,9527529,51,,13
2024-06-07,RedPolygon,24070096,122,103361,25
2024-06-08,ngc_,28455527,14,726581,52
2024-06-13,Jornmeijsen,9600019,51,,13
2024-06-13,RedPolygon,24167971,122,103361,25
2024-06-13,ngc_,28579880,14,726581,52
2024-06-14,RedPolygon,24322053,122,103361,25
2024-06-14,ngc_,28793226,14,727733,52
2024-06-16,Jornmeijsen,9669681,51,,13
2024-06-17,RedPolygon,24455899,122,103361,25
2024-06-17,ngc_,28967791,14,727733,52
2024-06-19,Jornmeijsen,9716635,51,,13
2024-06-21,RedPolygon,24628352,122,103361,25
2024-06-21,ngc_,29179145,14,727733,52
2024-06-24,LuckyLuke1112,12504914,29,17758,3
2024-06-25,Jornmeijsen,9761615,51,,13
2024-06-26,Jornmeijsen,9878615,51,,13
2024-06-27,LuckyLuke1112,12632326,29,17758,3
2024-06-28,Jornmeijsen,9975496,51,,13
2024-06-29,LuckyLuke1112,12720525,29,17758,3
2024-06-29,ngc_,29180667,14,727733,52
2024-06-30,Jornmeijsen,10034872,91,,13
2024-06-30,RedPolygon,24797234,122,103361,25
2024-06-30,ngc_,29313798,14,727733,53
2024-07-01,Jornmeijsen,10073356,106,,13
2024-07-02,Jornmeijsen,10158374,106,,14
2024-07-04,Jornmeijsen,10250077,106,,15
2024-07-04,RedPolygon,24873856,122,103361,28
2024-07-04,ngc_,29421482,14,727733,56
2024-07-05,Jornmeijsen,10319113,106,,15
2024-07-05,RedPolygon,25023106,122,103361,28
2024-07-05,ngc_,29595637,14,727733,56
2024-07-06,RedPolygon,25080342,122,103361,28
2024-07-06,ngc_,29634752,14,727733,56
2024-07-07,Jornmeijsen,10400965,106,,15
2024-07-07,RedPolygon,25205386,122,103361,28
2024-07-07,ngc_,29821752,14,727733,56
2024-07-08,Jornmeijsen,10501194,106,,15
2024-07-08,ngc_,29823094,14,727733,56
2024-07-09,Jornmeijsen,10650562,106,648,15
2024-07-10,Jornmeijsen,10741795,106,648,15
2024-07-10,LuckyLuke1112,12916235,29,17758,3
2024-07-10,ngc_,29937165,14,727733,56
2024-07-11,ngc_,29940245,14,727733,56
2024-07-12,LuckyLuke1112,13091823,29,17758,3
2024-07-12,ngc_,30100035,14,727733,56
2024-07-13,LuckyLuke1112,13111026,29,17758,3
2024-07-14,LuckyLuke1112,13226914,29,17758,3
2024-07-18,ngc_,30114583,14,727733,56
2024-07-19,RedPolygon,25290582,122,103361,28
2024-07-19,ngc_,30252209,14,727733,56
2024-07-20,RedPolygon,25493601,122,103361,28
2024-07-20,ngc_,30435033,14,727733,56
2024-07-21,RedPolygon,25499633,122,103361,28
2024-07-21,ngc_,30455669,14,727733,56
2024-07-25,RedPolygon,25591274,122,103361,28
2024-07-25,ngc_,30608012,14,727733,56
2024-07-27,ngc_,30621019,14,727733,57
2024-10-19,ngc_,30621019,14,727733,59
2024-10-19,ryanver04,9591,,,0
2024-10-19,SteveMurphy_,392783,,,1
2024-10-19,beekje120,2253,,,1
2024-10-19,The_FRIZZER,46549,,,1
2024-10-21,ngc_,33510399,,727733,59
2024-10-21,LuckyLuke1112,14445638,,17758,3
2024-10-21,RedPolygon,27702757,,103361,28
2024-10-27,ngc_,33512677,,727733,59
2024-10-28,ngc_,33727845,,727733,60
2024-10-28,LuckyLuke1112,14600531,,17758,3
2024-10-28,RedPolygon,27897097,,103361,28
2024-10-30,ngc_,33897270,,727733,64
2024-10-30,RedPolygon,28030263,,103361,28
2024-11-02,ngc_,33898986,,727733,64
2024-11-03,ryanver04,16844,,,0
2024-11-04,ngc_,33995870,,727733,64
2024-11-04,LuckyLuke1112,14789901,,17758,3
2024-11-04,RedPolygon,28141669,,103361,28
2024-11-07,ngc_,34093194,,727733,64
2024-11-08,ngc_,34128998,,727733,64
2024-11-09,ngc_,34129309,,727733,64
2024-11-10,LuckyLuke1112,14872113,,17758,3
2024-11-11,ngc_,34253064,,727733,64
2024-11-11,LuckyLuke1112,15020851,,17758,3
2024-11-14,ngc_,34253826,,727733,64
2024-11-16,LuckyLuke1112,15259552,,17758,3
2024-11-18,ngc_,34317348,,727733,64
2024-11-18,LuckyLuke1112,15363611,,17758,3
2024-11-19,ngc_,34350379,,727733,64
2024-11-20,ngc_,34475610,,727733,64
2024-11-25,ngc_,34695928,,727733,64
2024-11-25,LuckyLuke1112,15487524,,17758,3
2024-11-25,RedPolygon,28319201,,103361,28
2024-11-28,ngc_,34721873,,727733,64
2024-11-29,ngc_,34766832,,727733,64
2024-12-02,ngc_,34836777,,727733,64
